Chr	Start	End	Symbol	FBgn	Strand
2R	14756516	14757072	ND-B15	FBgn0033961	+
2R	14757064	14757846	Trs31	FBgn0266723	-
2R	14757907	14759602	CG12857	FBgn0033963	-
2R	14759646	14769423	Spred	FBgn0020767	-
2R	14769599	14771295	asRNA:CR42254	FBgn0259112	-
2R	14770469	14772630	BEAF-32	FBgn0015602	+
2R	14772650	14807061	kn	FBgn0001319	-
2R	14808419	14809931	hui	FBgn0033968	+
2R	14817857	14819987	Pgm2b	FBgn0033969	-
2R	14823545	14824365	lncRNA:CR45329	FBgn0266868	-
2R	14832832	14833951	CG10205	FBgn0033970	+
2R	14842720	14845874	NaPi-T	FBgn0016684	-
2R	14846064	14848366	CG10209	FBgn0033971	-
2R	14848621	14852653	SMC2	FBgn0027783	-
2R	14852941	14853948	Ercc1	FBgn0028434	+
2R	14853863	14855048	Ciao1	FBgn0033972	-
2R	14855429	14857502	HPS1	FBgn0033973	+
2R	14857447	14858640	CG33506	FBgn0053506	-
2R	14858845	14860758	U3-55K	FBgn0053505	-
2R	14860936	14871071	Pcf11	FBgn0264962	-
2R	14871366	14873705	Cyp6a22	FBgn0013773	+
2R	14873953	14875739	Cyp6a17	FBgn0015714	+
2R	14875829	14877654	Cyp6a23	FBgn0033978	+
2R	14877786	14879752	Cyp6a19	FBgn0033979	+
2R	14879356	14881372	Cyp6a9	FBgn0013771	-
2R	14882118	14884046	Cyp6a20	FBgn0033980	+
2R	14885264	14886947	Cyp6a21	FBgn0033981	-
2R	14887171	14889010	Cyp6a8	FBgn0013772	-
2R	14898312	14903095	Cyp317a1	FBgn0033982	+
2R	14901475	14928425	Kank	FBgn0027596	-
2R	14929703	14934861	ADPS	FBgn0033983	-
2R	14933515	14933913	CG12853	FBgn0040747	+
2R	14935660	14940722	Lap1	FBgn0033984	+
2R	14942398	14944469	CG10257	FBgn0033985	+
2R	14944458	14962969	aPKC	FBgn0261854	-
2R	14963292	14980795	ckn	FBgn0033987	+
2R	14981263	14991336	pcs	FBgn0033988	+
2R	14984327	14984408	tRNA:Leu-AAG-1-1	FBgn0050241	-
2R	14987660	14992230	CG7639	FBgn0033989	-
2R	14992332	14993835	CG10265	FBgn0033990	-
2R	14994559	14995195	lncRNA:CR43830	FBgn0264378	+
2R	15011396	15042134	hbs	FBgn0029082	+
2R	15013047	15013522	CG43101	FBgn0262547	-
2R	15024375	15024839	Obp51a	FBgn0043530	-
2R	15025104	15025665	lncRNA:CR45256	FBgn0266791	+
2R	15049775	15050355	lncRNA:CR43622	FBgn0263613	-
2R	15055503	15056241	CG33467	FBgn0053467	-
2R	15091945	15092445	lncRNA:CR44457	FBgn0265650	+
2R	15115236	15144783	chn	FBgn0015371	+
2R	15144968	15145519	Rpb12	FBgn0262954	-
2R	15145825	15147824	CG8089	FBgn0033993	-
2R	15147860	15149709	CG7544	FBgn0033994	+
2R	15155437	15190292	igl	FBgn0013467	+
2R	15159196	15159545	lncRNA:CR43831	FBgn0264379	-
2R	15185158	15185952	CG43068	FBgn0262478	+
2R	15192628	15193228	Sfp51E	FBgn0259966	-
2R	15193996	15194505	CG43829	FBgn0264377	-
2R	15199065	15201200	GPHR	FBgn0033995	-
2R	15201253	15204466	CG11807	FBgn0033996	+
2R	15202193	15202987	CG42391	FBgn0259737	+
2R	15204654	15206334	Ir51a	FBgn0033997	+
2R	15206527	15213634	row	FBgn0033998	-
2R	15207993	15209786	Ir51b	FBgn0050081	+
2R	15214060	15215686	CG8093	FBgn0033999	-
2R	15216207	15217070	CG11808	FBgn0034000	+
2R	15217024	15217617	mRpL41	FBgn0034001	-
2R	15217995	15218195	lncRNA:CR44463	FBgn0265656	-
2R	15218379	15224795	CG8079	FBgn0034002	+
2R	15218837	15220329	Hex-C	FBgn0001187	-
2R	15223560	15241589	Fs	FBgn0259878	-
2R	15226938	15232665	asRNA:CR44370	FBgn0265508	+
2R	15248784	15258498	scb	FBgn0286785	+
2R	15258761	15262873	ItgaPS4	FBgn0034005	+
2R	15262808	15309368	Trpm	FBgn0265194	-
2R	15294595	15295088	lncRNA:CR44241	FBgn0265176	-
2R	15296764	15298329	ND-51L2	FBgn0034007	-
2R	15309931	15311134	CG8152	FBgn0034008	-
2R	15311510	15318239	Xpc	FBgn0004698	+
2R	15317817	15322171	CG8155	FBgn0034009	-
2R	15322501	15325490	Arf51F	FBgn0013750	+
2R	15325503	15326386	CG8157	FBgn0034010	-
2R	15327143	15328271	CG8160	FBgn0034011	-
2R	15330395	15331195	lncRNA:CR44371	FBgn0265509	-
2R	15331325	15339384	Hr51	FBgn0034012	+
2R	15340472	15368300	unc-5	FBgn0034013	+
2R	15368074	15371520	Pms2	FBgn0011660	-
2R	15371695	15372595	lncRNA:CR44458	FBgn0265651	+
2R	15372045	15372345	lncRNA:CR44459	FBgn0265652	-
2R	15373240	15373750	CR43276	FBgn0262965	-
2R	15373890	15374721	CR43275	FBgn0262964	-
2R	15374846	15375702	CR43105	FBgn0262565	-
2R	15375834	15376481	CR43186	FBgn0262815	-
2R	15376619	15380988	dup	FBgn0000996	-
2R	15380724	15387851	SRPK	FBgn0286813	+
2R	15401096	15471884	Stacl	FBgn0263980	+
2R	15404696	15405095	lncRNA:CR45020	FBgn0266378	+
2R	15408846	15409113	Mtk	FBgn0014865	+
2R	15423185	15424139	CG30472	FBgn0050472	-
2R	15427091	15428023	CG34188	FBgn0085217	-
2R	15472175	15482834	CG8180	FBgn0034021	-
2R	15485953	15497231	CG12964	FBgn0034022	-
2R	15499632	15501431	Ir52a	FBgn0034023	+
2R	15501820	15503610	Ir52b	FBgn0050469	+
2R	15504201	15506000	Ir52c	FBgn0050468	+
2R	15506582	15508366	Ir52d	FBgn0050464	+
2R	15511710	15515597	Pgant1	FBgn0034025	+
2R	15515778	15532259	Khc-73	FBgn0019968	-
2R	15533520	15537782	CG30471	FBgn0050471	+
2R	15538175	15540014	CG30467	FBgn0050467	+
2R	15539554	15541363	CG8187	FBgn0034027	-
2R	15540887	15541300	asRNA:CR45927	FBgn0267589	+
2R	15541435	15542498	Vha36-1	FBgn0022097	+
2R	15542661	15544409	eIF2Bgamma	FBgn0034029	+
2R	15544316	15549984	CG8192	FBgn0034030	-
2R	15555446	15562436	CG12963	FBgn0034031	+
2R	15562697	15565801	CG8195	FBgn0034032	-
2R	15566271	15569404	Flo1	FBgn0024754	-
2R	15568960	15573170	CG30466	FBgn0050466	+
2R	15569528	15571417	Cdk5	FBgn0013762	-
2R	15573144	15573991	CG8204	FBgn0034033	-
2R	15613854	15657214	CG42524	FBgn0260429	+
2R	15657066	15657163	mir-278	FBgn0262403	+
2R	15657318	15676669	fus	FBgn0023441	-
2R	15676441	15676845	asRNA:CR45143	FBgn0266636	+
2R	15677218	15678956	CG8207	FBgn0034035	-
2R	15679426	15680084	Vha14-1	FBgn0262512	-
2R	15680545	15682477	CG30091	FBgn0050091	+
2R	15682569	15684933	asRNA:CR43429	FBgn0263377	-
2R	15682719	15687415	Impbeta11	FBgn0284254	+
2R	15685004	15686082	CG30082	FBgn0050082	-
2R	15687388	15688985	Cep89	FBgn0266708	-
2R	15689826	15691014	CG30090	FBgn0050090	+
2R	15691054	15693887	asRNA:CR44372	FBgn0265510	-
2R	15691113	15692216	CG30088	FBgn0050088	+
2R	15692448	15693751	CG30087	FBgn0050087	+
2R	15694092	15695232	CG33460	FBgn0053460	+
2R	15695386	15696478	CG33461	FBgn0053461	+
2R	15696794	15698010	CG33462	FBgn0053462	+
2R	15698726	15701696	CG30080	FBgn0050080	-
2R	15698726	15701696	CG42662	FBgn0261538	-
2R	15698726	15701696	CG46433	FBgn0286939	-
2R	15711597	15712644	CG30083	FBgn0050083	-
2R	15727381	15762044	CG30089	FBgn0050089	+
2R	15762565	15817004	Zasp52	FBgn0265991	-
2R	15794000	15855645	tun	FBgn0034046	+
2R	15819114	15821114	CG33465	FBgn0053465	-
2R	15826693	15835055	Poxn	FBgn0003130	-
2R	15842760	15847362	CG8249	FBgn0034045	-
2R	15855961	15857522	CG12970	FBgn0034047	+
2R	15857752	15862755	Gpo1	FBgn0022160	-
2R	15864309	15869147	Rif1	FBgn0050085	-
2R	15869495	15922118	sli	FBgn0264089	-
2R	15894847	15903392	asRNA:CR46471	FBgn0287602	+
2R	15895829	15896563	CG33463	FBgn0053463	-
2R	15915995	15916795	lncRNA:CR44373	FBgn0265511	+
2R	15923040	15931935	bdg	FBgn0034049	-
2R	15932170	15934825	Diap2	FBgn0015247	-
2R	15934825	15935938	bug	FBgn0034050	+
2R	15935893	15940073	Mlf	FBgn0034051	-
2R	15940610	15941483	CG8299	FBgn0034052	-
2R	15942864	15947266	Cyp4aa1	FBgn0034053	+
2R	15944028	15944567	COX6AL	FBgn0050093	+
2R	15945887	15945946	mir-4919	FBgn0263576	+
2R	15946933	15989498	Strn-Mlck	FBgn0265045	-
2R	15955040	15956636	CG8366	FBgn0034054	+
2R	15987446	15988086	lncRNA:CR45021	FBgn0266379	+
2R	15989683	15991286	CG8314	FBgn0034057	-
2R	15991367	15992375	Pex11	FBgn0034058	-
2R	15992408	15993707	CG8320	FBgn0034059	+
2R	15993531	16001290	ATPCL	FBgn0020236	-
2R	16001181	16006901	Tmem131	FBgn0034060	+
2R	16006893	16007667	Ufc1	FBgn0034061	-
2R	16008339	16013815	CG8389	FBgn0034063	+
2R	16009401	16011438	CG8388	FBgn0034062	-
2R	16013805	16014787	Prosbeta1	FBgn0010590	-
2R	16014908	16016050	Rrp42	FBgn0034065	+
2R	16016042	16017154	EMC7	FBgn0034066	-
2R	16017737	16024627	CG8399	FBgn0034067	+
2R	16024628	16028161	casp	FBgn0034068	-
2R	16028603	16030091	CG8401	FBgn0034069	+
2R	16031930	16047243	SP2353	FBgn0034070	+
2R	16047648	16060835	CG8405	FBgn0034071	+
2R	16065254	16065344	mir-137	FBgn0262446	-
2R	16078195	16078819	lncRNA:CR43415	FBgn0263334	-
2R	16081176	16098564	Dg	FBgn0034072	-
2R	16098948	16099337	mRpL34	FBgn0083983	+
2R	16099306	16102608	CG8414	FBgn0034073	-
2R	16102687	16107229	Rho1	FBgn0014020	+
2R	16107440	16110017	Ric	FBgn0265605	-
2R	16110331	16116996	Asph	FBgn0034075	+
2R	16117109	16119149	Jhedup	FBgn0034076	+
2R	16119793	16122773	Jhe	FBgn0010052	+
2R	16123484	16124577	CG30095	FBgn0050095	+
2R	16124981	16138238	spin	FBgn0086676	+
2R	16138352	16141928	Got1	FBgn0001124	+
2R	16142202	16142935	CG30094	FBgn0050094	+
2R	16143147	16145906	CysRS	FBgn0027091	+
2R	16145904	16148719	sotv	FBgn0029175	-
2R	16148812	16149795	CG10731	FBgn0034081	-
2R	16150123	16169519	lbk	FBgn0034083	+
2R	16153263	16153811	lncRNA:CR45993	FBgn0267655	-
2R	16153906	16154551	lncRNA:CR45994	FBgn0267656	+
2R	16157267	16158794	CG10734	FBgn0034082	-
2R	16169600	16170861	CG8435	FBgn0034084	-
2R	16171112	16178307	Ptp52F	FBgn0034085	-
2R	16178826	16185103	Lis-1	FBgn0015754	+
2R	16185122	16186506	CG8441	FBgn0034086	-
2R	16186584	16194277	clu	FBgn0034087	+
2R	16194062	16196333	calypso	FBgn0262166	-
2R	16196384	16196928	CG44242	FBgn0265177	+
2R	16197042	16199378	CG42837	FBgn0262026	+
2R	16197042	16199555	CG44243	FBgn0265178	+
2R	16199426	16202884	Shark	FBgn0015295	-
2R	16203329	16221793	mrj	FBgn0034091	-
2R	16207635	16207706	tRNA:Gln-CTG-1-1	FBgn0050237	-
2R	16219374	16219445	tRNA:Glu-TTC-1-1	FBgn0050238	-
2R	16219638	16219709	tRNA:Glu-CTC-1-1	FBgn0050239	+
2R	16220052	16220123	tRNA:Glu-TTC-1-2	FBgn0050240	+
2R	16221636	16223187	asRNA:CR43898	FBgn0264496	+
2R	16222112	16222627	CG7798	FBgn0034092	-
2R	16223218	16230680	CG15706	FBgn0034093	-
2R	16226501	16229869	Tsf3	FBgn0034094	+
2R	16230198	16234087	CG15701	FBgn0034095	+
2R	16234358	16234936	CG7786	FBgn0034096	-
2R	16236715	16237479	CG3687	FBgn0034097	+
2R	16238103	16240722	krimp	FBgn0034098	-
2R	16240936	16241934	CG15708	FBgn0034099	-
2R	16243145	16259805	CngA	FBgn0261612	-
2R	16262284	16264619	fidipidine	FBgn0025519	-
2R	16264652	16266959	csul	FBgn0015925	+
2R	16266960	16271971	Khc	FBgn0001308	-
2R	16272114	16277655	CG33017	FBgn0053017	+
2R	16277685	16278396	cato	FBgn0024249	-
2R	16280015	16280470	prim	FBgn0034103	+
2R	16280950	16281629	CG15705	FBgn0034104	+
2R	16281630	16282946	CG7755	FBgn0034105	-
2R	16283435	16287450	CG9068	FBgn0034106	+
2R	16285797	16286254	asRNA:CR43728	FBgn0263976	-
2R	16287586	16288233	CG30324	FBgn0050324	-
2R	16288208	16288969	CG30099	FBgn0050099	-
2R	16288927	16291474	asRNA:CR43730	FBgn0263981	-
2R	16289320	16291333	JhI-26	FBgn0028424	+
2R	16291453	16292269	CG30100	FBgn0050100	+
2R	16291453	16292269	CG42372	FBgn0259718	+
2R	16292264	16294130	CG7747	FBgn0034109	-
2R	16294400	16297232	Atg9	FBgn0034110	+
2R	16297449	16306695	lncRNA:CR45232	FBgn0267793	-
2R	16307269	16316485	Nox	FBgn0085428	+
2R	16316313	16320732	CG8060	FBgn0034113	-
2R	16320815	16322124	CG30096	FBgn0050096	-
2R	16322186	16324801	CG4282	FBgn0034114	+
2R	16324813	16336637	Vha44	FBgn0262511	-
2R	16336090	16341242	Hmgs	FBgn0010611	+
2R	16341251	16344182	CG7997	FBgn0034117	-
2R	16344377	16345828	Nup62	FBgn0034118	+
2R	16345838	16347500	wcd	FBgn0262560	-
2R	16347614	16348527	CG15710	FBgn0034120	-
2R	16354224	16355215	CG30098	FBgn0050098	-
2R	16357737	16358481	lncRNA:CR43416	FBgn0263335	+
2R	16358796	16359495	lncRNA:CR45322	FBgn0266861	-
2R	16359730	16363524	CG6262	FBgn0034121	+
2R	16363551	16365895	CG15711	FBgn0034122	-
2R	16378815	16380135	lncRNA:CR45316	FBgn0266855	+
2R	16379295	16380195	lncRNA:CR45317	FBgn0266856	-
2R	16380516	16385765	CG43187	FBgn0262816	+
2R	16386524	16431758	Sema2b	FBgn0264273	+
2R	16414815	16419398	Menl-2	FBgn0029153	-
2R	16414815	16419398	Menl-1	FBgn0029154	-
2R	16432244	16433183	jtb	FBgn0034126	+
2R	16433852	16435954	CG7848	FBgn0034127	-
2R	16443211	16444845	CG4409	FBgn0034128	+
2R	16445986	16447512	Parp16	FBgn0034129	+
2R	16466709	16467522	CheB53a	FBgn0261292	+
2R	16468209	16468934	CheB53b	FBgn0261293	+
2R	16484841	16485552	CG15712	FBgn0034131	-
2R	16486674	16487801	CG33458	FBgn0053458	+
2R	16488053	16489182	CG33459	FBgn0053459	+
2R	16491100	16493233	S-Lap8	FBgn0034132	+
2R	16496889	16499429	knon	FBgn0285943	-
2R	16500178	16533459	Sema2a	FBgn0011260	+
2R	16534943	16537086	loopin-1	FBgn0259795	+
2R	16552258	16558486	Syn2	FBgn0034135	+
2R	16558567	16565238	DAT	FBgn0034136	-
2R	16566023	16570120	CG4945	FBgn0034137	+
2R	16570112	16571230	RpS15	FBgn0034138	-
2R	16572082	16574154	CG4927	FBgn0034139	+
2R	16574579	16576586	Lst	FBgn0034140	-
2R	16579470	16585448	Cdk4	FBgn0016131	+
2R	16581996	16583369	asRNA:CR44375	FBgn0265525	-
2R	16586129	16586732	RpLP2	FBgn0003274	+
2R	16587045	16589184	CG8311	FBgn0034141	-
2R	16589518	16594646	CG8306	FBgn0034142	-
2R	16595028	16604373	CG8303	FBgn0034143	-
2R	16598748	16600411	CG5089	FBgn0034144	+
2R	16607654	16624894	CG5065	FBgn0034145	+
2R	16625293	16640011	Alk	FBgn0040505	-
2R	16641243	16651125	gprs	FBgn0024232	+
2R	16651095	16652699	Amyrel	FBgn0020506	-
2R	16653205	16655046	Nach	FBgn0024319	-
2R	16655323	16667675	Picot	FBgn0024315	-
2R	16670326	16671836	CG34457	FBgn0085486	+
2R	16672033	16672889	CG34458	FBgn0085487	+
2R	16673235	16732916	Pgant9	FBgn0050463	-
2R	16691022	16693751	Idgf6	FBgn0013763	+
2R	16736813	16737885	lncRNA:CR43104	FBgn0262564	-
2R	16738038	16738345	lncRNA:CR44464	FBgn0265657	+
2R	16744295	16745114	Sfp53D	FBgn0259967	-
2R	16745223	16746579	CG15617	FBgn0034151	-
2R	16747834	16748590	Acp53C14a	FBgn0034152	-
2R	16748815	16749460	Acp53C14b	FBgn0034153	-
2R	16749803	16750335	Acp53Ea	FBgn0015584	-
2R	16750776	16751495	Acp53C14c	FBgn0053530	-
2R	16751503	16772671	unc-104	FBgn0267002	-
2R	16754444	16754925	CG34189	FBgn0085218	+
2R	16755073	16755823	CG5267	FBgn0034154	+
2R	16765361	16766000	CG42392	FBgn0259738	-
2R	16766804	16769238	CG5348	FBgn0034156	+
2R	16772785	16773915	Sod2	FBgn0010213	-
2R	16774246	16775676	Arp53D	FBgn0011743	+
2R	16778365	16778994	Vkor	FBgn0053544	+
2R	16779905	16783171	resilin	FBgn0034157	+
2R	16783671	16792472	CG5522	FBgn0034158	+
2R	16792642	16793179	CG15919	FBgn0040743	+
2R	16793119	16796407	CG15615	FBgn0034159	-
2R	16810595	16811095	lncRNA:CR44465	FBgn0265658	+
2R	16812245	16812791	lncRNA:CR44379	FBgn0265529	+
2R	16814395	16815495	lncRNA:CR44380	FBgn0265530	-
2R	16816589	16817577	CG5550	FBgn0034160	+
2R	16817519	16819240	lncRNA:CR43417	FBgn0263336	-
2R	16824664	16826648	CG34459	FBgn0085488	+
2R	16826872	16827755	CG34460	FBgn0085489	+
2R	16829095	16839494	lncRNA:CR43650	FBgn0263659	+
2R	16831432	16831518	mir-8	FBgn0262432	+
2R	16843296	16845038	Ugt37C1	FBgn0026754	-
2R	16845495	16845995	lncRNA:CR44466	FBgn0265659	+
2R	16849095	16849895	lncRNA:CR44467	FBgn0265660	+
2R	16850437	16854104	IntS8	FBgn0025830	+
2R	16854025	16855464	Fen1	FBgn0025832	-
2R	16856220	16861738	Dek	FBgn0026533	+
2R	16857413	16857578	snoRNA:Dek-a	FBgn0263462	+
2R	16861321	16867714	Psi	FBgn0014870	-
2R	16868222	16869280	eEF1beta	FBgn0028737	+
2R	16869402	16871851	CG6426	FBgn0034162	+
2R	16872250	16872906	CG6421	FBgn0025827	+
2R	16873015	16873755	CG6429	FBgn0046999	+
2R	16873772	16874977	CG6435	FBgn0034165	+
2R	16874724	16895652	CG8910	FBgn0025833	-
2R	16880713	16884695	CG6472	FBgn0034166	+
2R	16895223	16895308	mir-990	FBgn0262307	-
2R	16898535	16901575	inaC	FBgn0004784	+
2R	16924655	16945126	Pkc53E	FBgn0003091	+
2R	16937597	16938011	CG43788	FBgn0264329	+
2R	16938696	16938995	CG43789	FBgn0264330	+
2R	16945555	16947231	CG15614	FBgn0034168	+
2R	16946455	16947554	CG34190	FBgn0085219	-
2R	16947658	16948224	Vha16-4	FBgn0262513	-
2R	16948296	16955266	mute	FBgn0085444	-
2R	16951837	16952581	Ufm1	FBgn0085220	+
2R	16955458	16957308	PIG-V	FBgn0265174	+
2R	16957465	16958927	CG6665	FBgn0034172	+
2R	16958943	16960195	CG9010	FBgn0034173	-
2R	16964295	16964894	lncRNA:CR44376	FBgn0265526	+
2R	16968008	16968078	tRNA:Gly-GCC-1-8	FBgn0011867	+
2R	16969395	16971695	lncRNA:CR44377	FBgn0265527	+
2R	16973927	16996057	Cbp53E	FBgn0004580	+
2R	16995991	16998594	ste24c	FBgn0050462	-
2R	16995991	16998594	CG30461	FBgn0050461	-
2R	16998610	17000126	ste24b	FBgn0034175	-
2R	17000244	17001941	ste24a	FBgn0034176	-
2R	17001994	17003599	AsnRS-m	FBgn0034177	+
2R	17003563	17005149	NiPp1	FBgn0026402	-
2R	17005451	17007501	CG6805	FBgn0034179	+
2R	17007674	17015894	Ehbp1	FBgn0034180	-
2R	17016226	17019522	CG8963	FBgn0034181	-
2R	17020027	17026703	Dark	FBgn0263864	+
2R	17023652	17026993	asRNA:CR44390	FBgn0265540	-
2R	17027190	17044653	RhoGEF2	FBgn0023172	+
2R	17032487	17034012	CG43327	FBgn0263032	-
2R	17032487	17034012	CG43328	FBgn0263033	-
2R	17034045	17034609	CG43371	FBgn0263114	-
2R	17036695	17037982	asRNA:CR45144	FBgn0266637	-
2R	17040195	17043298	asRNA:CR45145	FBgn0266638	-
2R	17044743	17046768	SmydA-7	FBgn0034182	+
2R	17046839	17048794	SmydA-6	FBgn0034183	+
2R	17048875	17053855	CG9646	FBgn0034184	+
2R	17054002	17059299	fat-spondin	FBgn0026721	+
2R	17054546	17056835	tef	FBgn0086350	-
2R	17059331	17062634	CG8950	FBgn0034186	-
2R	17062775	17066546	CG6967	FBgn0034187	+
2R	17065971	17087633	CG30460	FBgn0050460	-
2R	17070586	17070688	snoRNA:Or-CD17	FBgn0286740	+
2R	17088441	17091958	Sply	FBgn0010591	-
2R	17091984	17093070	CG6984	FBgn0034191	+
2R	17093246	17099501	GstS1	FBgn0010226	-
2R	17100241	17107542	CG46491	FBgn0287631	+
2R	17104455	17105316	CG46492	FBgn0287632	+
2R	17108844	17114360	CG15611	FBgn0034194	+
2R	17118636	17120303	Amy-p	FBgn0000079	-
2R	17121095	17124636	asRNA:CR45272	FBgn0266810	+
2R	17122898	17124237	Spn53F	FBgn0034195	-
2R	17124764	17126369	Amy-d	FBgn0000078	+
2R	17126410	17127023	CG15605	FBgn0034196	-
2R	17128480	17130334	Cda9	FBgn0034197	+
2R	17131116	17131552	CG45273	FBgn0266811	-
2R	17133445	17133750	Acp54A1	FBgn0083936	+
2R	17134129	17135345	CG11400	FBgn0034198	+
2R	17135595	17136325	CR44391	FBgn0265541	+
2R	17136451	17136903	Gbp1	FBgn0034199	+
2R	17137240	17139595	Gbp2	FBgn0034200	+
2R	17139450	17139931	CG43103	FBgn0262563	-
2R	17140495	17140865	CG43107	FBgn0262567	-
2R	17140579	17141194	asRNA:CR44386	FBgn0265536	+
2R	17143521	17143693	snoRNA:U3:54Aa	FBgn0065048	-
2R	17143965	17144046	tRNA:Leu-AAG-1-2	FBgn0050234	-
2R	17145300	17145381	tRNA:Leu-AAG-1-3	FBgn0050235	+
2R	17145654	17145826	snoRNA:U3:54Ab	FBgn0065047	+
2R	17154589	17157125	CG17290	FBgn0034201	+
2R	17156534	17158316	CG17287	FBgn0034202	-
2R	17158325	17159038	CG30458	FBgn0050458	-
2R	17160122	17160829	CG30457	FBgn0050457	-
2R	17165084	17166643	CG10953	FBgn0034204	-
2R	17185096	17185595	lncRNA:CR44387	FBgn0265537	+
2R	17187504	17187678	CG44388	FBgn0265538	-
2R	17188796	17189095	lncRNA:CR44389	FBgn0265539	-
2R	17189305	17189945	lncRNA:CR45323	FBgn0266862	+
2R	17195203	17197159	CG10950	FBgn0034205	+
2R	17205208	17205743	CG43237	FBgn0262882	+
2R	17216549	17379376	mbl	FBgn0265487	+
2R	17245061	17245501	lncRNA:CR46235	FBgn0267955	-
2R	17245769	17246277	CG18469	FBgn0034206	-
2R	17246530	17247383	CG12699	FBgn0046294	-
2R	17253156	17255104	lncRNA:CR43660	FBgn0263708	-
2R	17255241	17255737	CG43272	FBgn0262961	+
2R	17257156	17257886	CG43108	FBgn0262568	-
2R	17262339	17262748	lncRNA:CR45997	FBgn0267659	+
2R	17306759	17307302	lncRNA:CR43661	FBgn0263709	-
2R	17386841	17389081	lncRNA:CR44344	FBgn0265444	-
2R	17391774	17391845	tRNA:Ala-TGC-1-1	FBgn0050232	-
2R	17392215	17392286	tRNA:Ala-TGC-2-1	FBgn0011879	+
2R	17394593	17405171	CG10939	FBgn0010620	+
2R	17405304	17407427	Camp	FBgn0034210	-
2R	17408258	17410204	Vajk4	FBgn0050101	-
2R	17412767	17413769	Prosalpha5	FBgn0016697	+
2R	17413970	17420007	cnk	FBgn0286070	-
2R	17420407	17425679	l(2)k01209	FBgn0022029	+
2R	17425670	17427511	CG6550	FBgn0034214	-
2R	17427795	17429315	Mtap	FBgn0034215	+
2R	17429353	17430963	Bap55	FBgn0025716	-
2R	17431032	17432219	Lhr	FBgn0034217	+
2R	17432173	17444938	EDTP	FBgn0027506	-
2R	17440297	17442483	CG18467	FBgn0034218	+
2R	17445185	17447483	mthl4	FBgn0034219	-
2R	17448533	17452598	mthl3	FBgn0028956	-
2R	17453399	17455729	CG10764	FBgn0034221	+
2R	17455743	17456441	robls54B	FBgn0263233	-
2R	17456472	17457129	robl	FBgn0024196	+
2R	17457663	17465795	CG14478	FBgn0028953	+
2R	17465879	17469177	Tes	FBgn0034223	-
2R	17469624	17475129	qkr54B	FBgn0022987	+
2R	17475214	17476272	insb	FBgn0034224	-
2R	17477565	17486220	CG43110	FBgn0262570	-
2R	17478158	17482118	veil	FBgn0034225	+
2R	17485002	17493169	NT5E-2	FBgn0050104	+
2R	17493695	17495998	CG30103	FBgn0050103	+
2R	17502354	17508645	nw	FBgn0283508	+
2R	17508995	17511394	CG34193	FBgn0085222	+
2R	17511513	17513855	CG4847	FBgn0034229	+
2R	17514217	17517445	CG4853	FBgn0034230	+
2R	17517261	17518186	APC10	FBgn0034231	-
2R	17518223	17519027	CG4866	FBgn0034232	+
2R	17519024	17535866	Patronin	FBgn0263197	-
2R	17536213	17539142	eIF3b	FBgn0034237	+
2R	17539322	17544353	Cc2d2a	FBgn0263113	+
2R	17544190	17545045	CG34194	FBgn0085223	+
2R	17545222	17546400	cyp33	FBgn0028382	+
2R	17546406	17547462	RpL18A	FBgn0010409	-
2R	17547769	17556289	MESR4	FBgn0034240	+
2R	17557031	17563406	Klp54D	FBgn0263076	+
2R	17563606	17564351	CG43324	FBgn0263029	+
2R	17564340	17565852	CG14480	FBgn0034242	+
2R	17564340	17565852	CG46428	FBgn0286931	+
2R	17565779	17568456	Ns2	FBgn0034243	-
2R	17568732	17572322	POSH	FBgn0040294	+
2R	17572096	17572784	UQCR-6.4	FBgn0034245	-
2R	17572829	17573330	CG42239	FBgn0250868	+
2R	17573462	17574979	Rab4	FBgn0016701	+
2R	17574979	17581525	Dcr-2	FBgn0034246	-
2R	17582007	17584012	CG6484	FBgn0034247	-
2R	17584095	17584495	lncRNA:CR45274	FBgn0266812	+
2R	17585195	17586294	CG14483	FBgn0034248	-
2R	17585692	17586243	asRNA:CR45275	FBgn0266813	+
2R	17586425	17590884	RhoGAP54D	FBgn0034249	-
2R	17590964	17591881	icln	FBgn0029079	+
2R	17591804	17592509	CG30105	FBgn0050105	-
2R	17592791	17604461	Smurf	FBgn0029006	+
2R	17595267	17597409	ND-51L1	FBgn0034251	+
2R	17598845	17599253	CG43920	FBgn0264541	-
2R	17599389	17599607	CG42649	FBgn0261501	-
2R	17604535	17604607	tRNA:Phe-GAA-1-4	FBgn0050333	-
2R	17604771	17604843	tRNA:Phe-GAA-1-5	FBgn0050231	+
2R	17604951	17639138	CG10936	FBgn0034253	-
2R	17616499	17617895	CG44403	FBgn0265576	-
2R	17616756	17616917	snoRNA:Or-aca4	FBgn0082922	+
2R	17628491	17633516	rhi	FBgn0004400	-
2R	17633797	17634167	Oxp	FBgn0034255	-
2R	17646848	17665068	CCHa1-R	FBgn0050106	-
2R	17665678	17669275	eIF3c	FBgn0034258	+
2R	17669395	17670000	CG30108	FBgn0050108	+
2R	17670082	17670748	CG30109	FBgn0050109	+
